year_received,donor_country,value_usd,gift_description
2011,Morocco,650.0,"5' x 4' framed black and white photograph of a child looking down and wrapped in an American flag, given to commemorate the 10th Anniversary of the September 11th attacks. Rec'd--9/1/ 2011. Est. Value-- $650.00. Disposition-- National Archives and Records Administration."
2011,Poland,784.99,Waterman Expert II black lacquer ball point pen with gold color trimmings. Black 64GB iPad 2. Rec'd--9/ 7/2011. Est. Value-- $784.99. Disposition-- National Archives and Records Administration.
2011,Kazakhstan,1245.0,"Bronze, three-legged candlestick holder on a 6.25"" circular stone base, atop the three legs sits a ring depicting a camel caravan and ram heads. Rec'd--9/21/ 2011. Est. Value-- $1,245.00. Disposition--National Archives and Records Administration."
2011,Mauritius,500.0,"35"" x 26"" oil painting, depicting the Rempart Mountain in the Republic of Mauritius, signed by ``Ashley 2011,'' in a silver frame with an engraved plaque. Rec'd--9/22/ 2011. Est. Value-- $500.00. Disposition-- National Archives and Records Administration."
2011,South Sudan,865.0,"A 7"" x 9"" plaque congratulating the President on his election in a wooden box. 23"" x 11"" ebony black rhino. 15"" hand-etched bowl with an image of Africa and African animals. Rec'd--9/23/ 2011. Est. Value-- $865.00. Disposition-- National Archives and Records Administration."
2011,Turkey,1580.0,"19"" x 12"" ornate silver serving tray with mirror inset, in a 20"" x 21"" x 7.5"" blue velvet presentation box. 16"" x 5"" 6"" ornate silver serving dish in a 20"" x 21"" x 7.5"" blue velvet presentation box. Rec'd--9/23/2011. Est. Value--$1,580.00. Disposition--National Archives and Records Administration."
2011,Afghanistan,1200.0,"Large Afghan rug in mostly tan, black, brown, and green geometric patterns. Rec'd--9/23/2011. Est. Value--$1,200.00. Disposition--National Archives and Records Administration."
2011,Tunisia,900.0,"100"" x 65"" handmade traditional woven Tunisian rug, design is geometric and primarily red with black, yellow, white, and blue accents. Rec'd--10/6/2011. Est. Value--$900.00. Disposition--National Archives and Records Administration."
2011,nan,778.0,"Book, title: ``The Uncharted Path: An Autobiography'' authored by President Lee Myung-bak. 12.5"" white porcelain plate, with painted images of the President and First Lady, contained within a 14"" x 14"" x 6"" mahogany box with golden turtle latch and iridescent depictions of birds. 14"" x 5.5"" 10.5"" black lacquer box inlaid with mother of pearl, and box is decorated with iridescent scenes of sailboats, birds, and scenery of the landscape of the Republic of Korea, both contained inside a 15"" x 6"" x 11.5"" blue presentation box. Rec'd--10/13/ 2011. Est. Value-- $778.00. Disposition-- National Archives and Records Administration."
2011,Sri Lanka,635.0,"Six pouches of coffee contained in a 14"" x 9.5"" x 5"" wooden box, interior is red velvet and divided into six compartments, each containing a small wicker box, includes a depiction of the American flag with an eagle in the foreground made from precious and semiprecious stones, includes a 9"" x 7"" frame with a gold plaque. Diamond-shaped cufflinks, made from 10-karat white gold and inset with nine blue sapphires each, presented in a 5.25"" x 5.5"" x 2.5"" wooden box. Rec'd--11/ 5/2011. Est. Value-- $635.00. Disposition-- Box and Jewelry is at National Archives and Records Administration; Perishable goods handled pursuant to US Secret Service policy."
2011,China,412.0,"72"" x 24"" gray, blue, and green cashmere scarf, made by 1436 Erdos. Rec'd--11/10/ 2011. Est. Value-- $412.00. Disposition-- National Archives and Records Administration."
2011,Brunei,1200.0,"8"" x 7"" silver octagonal box with floral/leaf design, in glass case inside a yellow box with knob, and includes a pendant of the seal of Brunei Darussalam. Rec'd--11/ 12/2011. Est. Value-- $1,200.00. Disposition--National Archives and Records Administration."
2011,Chile,725.0,"5"" tall condiment pot and a silver utensil, both made of Chilean silver. Rec'd--11/12/ 2011. Est. Value-- $725.00. Disposition-- National Archives and Records Administration."
2011,Malaysia,525.0,"6"" x 6"" x 2.25"" ornate pewter jewelry box with velvet interior, presented in a 9"" x 9"" x 4"" blue velvet box. Rec'd--11/13/2011. Est. Value--$525.00. Disposition--National Archives and Records Administration."
2011,Philippines,390.0,"7"" tall Baynihan centerpiece made of cast aluminum in nickel plate with a black granite stone base, portraying men carrying a traditional home. Rec'd--11/14/ 2011. Est. Value-- $390.00. Disposition-- National Archives and Records Administration."
2011,Burkina Faso,840.0,"27"" brass statue of a woman carrying a water jug on her head and a small child on her back. 25"" brass statue of a man wearing a conical hat and carrying a stick over his shoulders that suspends two water jugs, each jug and ``rope'' is detachable from the statue. Rec'd--11/14/ 2011. Est. Value-- $840.00. Disposition-- National Archives and Records Administration."
2011,Australia,511.27,"Book, title: ``That Deadman Dance'' authored by Kim Scott. Book, title: ``Truth'' authored by Peter Temple. Book, title: ``Breath'' authored by Tim Winton. 22"" x 13"" framed collection of historic Australian ANZUS stamps. Custom- made, authentic Akubra Cattleman hat in tanmark brown, made of pure fur felt with dark brown leather trimmings. 17"" x 17"" framed black-and-white commemorative historical picture of a ship, with plaque commemorating 60th Anniversary of the ANZUS Alliance. Rec'd-- 11/15/2011. Est. Value--$511.27. Disposition--National Archives and Records Administration."
2011,Mexico,13200.0,"31.5"" x 39"" oil painting, title: ``The Celebrate'' by artist Rene Jimenez, depicting a turkey's face and neck, float- mounted in a red wooden frame. Large painting made up of nine panels titled ``The Day and Night-- in the White House'' by Rene Jimenez, depicting Thanksgiving at the White House. 60 polychrome prints of the painting ``The Day and Night--in the White House,'' each in a white envelope with a black monochrome image of the U.S. Capitol. Rec'd--11/15/ 2011. Est. Value-- $13,200.00. Disposition--National Archives and Records Administration."
2011,Indonesia,390.0,"Book, title: ``The Footprints of Time: Menapak Waktu,'' by Purnomo Yusgiantoro. Brown, white, and black bag with a black zipper, and a red and white ribbon rosette on front. Book, title: ``Iwan Tirta Batik,'' by Sebuah Lakon. Book, title: ``Dhenok: The Semarangan Wedding Arts & Culture,'' by Ineke F. Priyo. Book, title: ``The Journey: Batik Pesisr from Semarang, Kendal, Demak & Kudu,'' by Ieneke F. Priyo. Iwan Tirta private- collection shawl, men's shirt, with blue, brown, and white Indonesian batik design depicting birds. Rec'd--11/18/ 2011. Est. Value-- $390.00. Disposition-- National Archives and Records Administration."
2011,India,1375.0,"20"" octagonal white marble table top with design of inlaid blue and yellow flowers, and octagonal stand decorated with blue and red flowers. Rec'd--11/18/2011. Est. Value--$1,375.00. Disposition--National Archives and Records Administration; stand is in White House Gift Office."
2011,Indonesia,1945.0,"Black leather and multi- colored batik-bound padfolio, embossed with ``19th ASEAN Summit and Related Summits, Bali-- Indonesia, 17-19 November 2011'' in gold lettering, accompanied by an ASEAN writing pad, a silver bookmark decorated with a ``Bali Dancer,'' an Indonesia 2011 lapel pin, and a Montblanc pen, all contained in a gold-colored presentation box. ASEAN Summit green batik Leader's shirt in orange, red, black, white, gold, and green. 31"" x 23"" framed oil portrait of the Chiefs of State who attended the East Asia Summit in Indonesia in November 2011 with the words: ``East Asia Summit in Indonesia November 2011.'' Rec'd--11/22/2011. Est. Value--$1,945.00. Disposition--National Archives and Records Administration."
2011,Russia,1050.0,"11"" x 10"" wooden box, lined with green velvet, has ``the President'' and ``Barack Obama'' embossed on top of a green name plate, contains a DVD titled, ``Formula of Power'' with the President's picture on the front of the case. 19.125"" x 17.8125"" miniature enamel painting of the Moscow Kremlin, enclosed in a copper frame. Rec'd--11/29/ 2011. Est. Value-- $1,050.00. Disposition--National Archives and Records Administration."
2011,Iraq,460.0,"12"" x 8"" silver tray, engraved with a scene of a palace, labeled ``Iraq,'' and floral and geometric decorative pattern. The tray is sealed under glass in a leather display case, all held in 13"" x 9.5"" x 2.25"" leather box. Rec'd--12/ 11/2011. Est. Value-- $460.00. Disposition-- National Archives and Records Administration."
2011,France,2310.0,"15"" x 12"" black leather ``Neo Igor'' Louis Vuitton men's business bag with luggage tag attached and embossed with ``B.O.'' Rec'd-- 12/13/2011. Est. Value--$2,310.00. Disposition--National Archives and Records Administration."
2011,Indonesia,430.0,Hand-carved wooden sculpture in blue display box. Rec'd--12/ 17/2011. Est. Value-- $430.00. Disposition-- National Archives and Records Administration.
2011,India,1100.0,"24"" x 34"" elaborate black rug with gold color and floral bead detailing. Rec'd--12/ 21/2011. Est. Value-- $1,100.00. Disposition--Handled pursuant to US Secret Service policy."
2011,China,430.0,Blue-glazed porcelain hand figurine with a small bird in a yellow display box. Rec'd--1/ 18/2011. Est. Value-- $430.00. Disposition-- National Archives and Records Administration.
2011,Jordan,1200.0,"Two 11"" sterling silver filing lamps with 10"" shades, enclosed in 16"" x 12.5"" x 12"" brown presentation box. Rec'd--2/2/2011. Est. Value--$1,200.00. Disposition--National Archives and Records Administration."
2011,Ireland,365.0,"14.5"" x 8.5"" x 2"" green copper Marquette, entitled ``Equality Emerging'' on gray marble base, enclosed in a 10.5"" x 4"" x 1.5"" wooden box. Rec'd--5/ 20/2011. Est. Value-- $365.00. Disposition-- National Archives and Records Administration."
2011,Ireland,1799.0,"CD, title: ``Black is the Earth,'' by artist Adele O'Dwyer. Book, title: ``Living Under the Hatch,'' by Barry O'Riley. 34"" x 70"" flag of Offaly, in green, yellow, pink. Book, title: ``Stories from a Sacred Landscape: Croghan Hill to Clonmacnoise,'' by Caiman O'Brien. 8cm x 8cm x 20cm three dimensional model of High Cross at Burrow, enclosed in black presentation box. Book, title: ``Offaly History and Societies,'' edited by William Nolan and Timothy P. O'Neil. 18- karat Sterling silver pendant and two necklaces, in green presentation box. Pen and ink artist's depiction titled, ``Church of Ireland at Templehorry, Welcome President Obama,'' in a 46.5"" x 34.5"" black frame. Rec'd--5/23/ 2011. Est. Value-- $1,799.00. Disposition--National Archives and Records Administration."
2011,nan,685.0,"15 piece ``Sun & Moon'' china set, Traditional Arts, Ltd., in white with gold leaf accents, includes 9"" x 9"" x 5.5"" tea pot with top, 5"" x 4"" x 3.5"" creamer, 4.5"" x 4"" x 4"" sugar cup with top, six 3.5"" x 2.5"" x 2.5"" tea cups and six 5.25"" saucers, all enclosed in blue 15"" x 15"" x 10"" presentation box; 11"" x 15"" framed photograph of the Prince of Wales and Duchess of Cornwall with their signatures on white matting, and enclosed in green presentation box marked ``Ettinger London.'' Rec'd--5/24/ 2011. Est. Value-- $685.00. Disposition-- National Archives and Records Administration."
2011,United Kingdom,1400.0,"48"" x 70"" tapestry with eagle and American flag design made by The Rug Company and enclosed in a canvas bag with teal and orange designs. Rec'd-- 5/24/2011. Est. Value-- $1,400.00. Disposition--National Archives and Records Administration."
2011,France,1994.24,"10.2"" x 7.1"" Hermes orange cotton canvas travel case. 36"" x 60"" Hermes cotton terrycloth beach towel, printed with umbrellas and towels beach scene. 7.5"" handmade Forge de Laguiole letter opener with wooden handle in 9"" brown leather case. Both are enclosed in a 14"" x 2.5"" x 1.5"" black presentation box with Forge de Laguiole printed in white. It is a special G8 edition with ``G8 France 2011, Nouveau Monde, Nouvelles Idees'' and shape of the Eiffel Tower engraved. Box of chocolates. Rec'd--5/ 25/2011. Est. Value-- $1,994.24. Disposition--National Archives and Records Administration; Perishable goods handled pursuant to U.S. Secret Service policy."
2011,France,470.0,"3"" gold coin, ``Deauville'' embossed with scene of the ocean and an umbrella on the front and ``Barack Obama'' engraved with several scenes of Deauville on the back, enclosed in 3.5"" x 3.5"" presentation box with a clear plastic display stand. 36"" x 36"" Hermes silk Deauville scarf, with design of a scene of horse race in gray, blue, and brown. Rec'd--5/26/2011. Est. Value--$470.00. Disposition--National Archives and Records Administration."
2011,Denmark,485.0,"9.5"" x 12"" signed and framed photo of Her Majesty and His Royal Highness. Rec'd--6/7/ 2011. Est. Value-- $485.00. Disposition-- National Archives and Records Administration."
2011,Mongolia,790.0,"Book, title: ``The Secret History of the Mongol Queens,'' by Jack Weatherford. Three Mongolian cashmere sweaters in pink and green, and purple and brown pattern; 16"" x 27.5"" framed artwork of the First Lady's name in Mongolian calligraphy. Large Gobi Mongolian oatmeal-colored cashmere shawl. Rec'd-- 6/16/2011. Est. Value-- $790.00. Disposition-- National Archives and Records Administration."
2011,Czechia,615.0,"9"" decanter, made of Czech glass, in a 7"" x 10"" red presentation box. Rec'd--7/6/2011. Est. Value--$615.00. Disposition--National Archives and Records Administration."
2011,France,6191.0,"Reusable grocery/tote bag, orange with a large white dandelion on the side; Book and CD, title: ``G20,'' by Laurence Jenkell. Book, title: ``<plus- minus>5 Metres: Sos Editions Oceans,'' by Joe Bunni. Book, title: ``Around the World,'' by Laurence Jenkell. 11"" x 7.5"" x 3"" black leather folding toiletry bag, made by Lancel. 200 Euro souvenir ``G20'' coin, in a blue protected sleeve, and housed inside a small blue packet with ``Monnaie de Paris'' written in gold on the outside. Silver watch with black wristband made by B.R.M. 8"" x 5"" x 1"" brown leather woman's wallet with embroidery on the sides made by Lancel. His and hers white, belted Dior bathrobes with ``Dior'' embroidered on the breast pocket. 8"" x 13"" x 18"" black leather ``Gra- Valise Petit Voyage'' suitcase made by Lancel; 7"" x 12"" x 16"" brown and orange leather purse with embroidery on the side made by Lancel; 7.5"" x 11.5"" black leather clutch purse made by Christian Dior. 17"" tall Plexiglas sculpture, entitled ``Wrapping Flag Candy USA,'' depicting an upright ``Tootsie Roll'' with an American flag patterned wrapper, on a 6"" x 6.75"" x 0.75"" clear Plexiglass base, accompanied by a certificate of authenticity. Box of Duroc Danner chocolates. Perfumes from the town of Grasse. Chateau d'Estoublon olive oil. Men's Dior hygiene products. Rec'd--11/2/ 2011. Est. Value-- $6,191.00. Disposition--National Archives and Records Administration."
2011,Indonesia,970.0,"Special edition book, title: ``The Colors of Harmony: A Photography Journey'' by Ani Yudhoyono. Two silver sculptures of birds mounted on a maroon velvet stand. One bird is 7"" tall and 4"" long and the other bird is 4.5"" tall and 6"" long. Piece is encased in a 15.25"" x 3.5"" x 8.5"" glass case and housed in a 17.25"" x 5.25"" x 10.75"" orange decorative canvas box. Red hand embroidered batik scarf with a multicolor floral design. Rec'd--11/12/ 2011. Est. Value-- $970.00. Disposition-- National Archives and Records Administration."
2011,Mexico,1844.54,"Two volume set about the diary of Frida Kahlo, printed by the Bank of Mexico. This volume is a limited edition of 3000 for three Mexican art museums. Volume One: ``Transcriptions,'' bound in \1/4\ leather, is a Spanish language transcription. Volume Two: ``Poems,'' bound in full embossed blue leather, is a 92-page full-color facsimile of one of Kahlo's diaries. Rec'd--12/14/ 2011. Est. Value-- $1,844.54. Disposition--National Archives and Records Administration."
2011,Jordan,2200.0,"Wooden candle holder comprised of two spheres on top of one another with white designs containing candle in center; Wooden candle holder comprised of three rectangular figures on top of one another with white designs. Rec'd--12/20/2011. Est. Value--$2,200.00. Disposition--National Archives and Records Administration."
2011,France,5500.0,"Two 6.5"" x 14"" Baccarat ``Our Fire'' clear full-headed crystal table lamps on silver pedestals with silver and crystal lampshades in red presentation box, inscribed with ``Baccarat'' on the top. Rec'd--1/10/2011. Est. Value--$5,500.00. Disposition--National Archives and Records Administration."
2011,China,1400.0,"Silver, handmade ``Plum Blossom'' brooch designed by Teng Fei, presented in a wooden box with brooch design on front. Rec'd--1/18/ 2011. Est. Value-- $1,400.00. Disposition--National Archives and Records Administration."
2011,Mexico,380.0,"17.5"" green, pink, and red-beaded necklace with silver- colored leaf pendants. Matching silver- colored flower earrings with pink and green beads. Two piece vase includes a 12"" tall base with ceramic base and black flowers painted on tan background, and a 5.5"" tall, round vase top with black floral pattern painted on tan background. Rec'd--3/2/ 2011. Est. Value-- $380.00. Disposition-- National Archives and Records Administration."
2011,Brazil,874.6,"Personalized, red and black stripe ``Regatas di Flamengo'' women's jersey by Olympikus. Personalized white, silver, and black ``Electrobras'' women's soccer jersey by Penalty. Personalized yellow and green women's CBF Brazil soccer jersey by Nike. Silver necklace with silver medallion by designer Francesca Romana Diana. Personalized, crimson and green ``Unimed Brazil'' women's soccer jersey by Adidas. Personalized black and white striped ``Bozzano'' women's soccer jersey by Fila. Rec'd--3/18/2011. Est. Value--$874.60. Disposition--National Archives and Records Administration."
2011,Chile,870.0,"3"" x 5"" metal cross, attached to rectangular wooden base with Renca town emblem and plaque commemorating the First Lady's visit on the front, presented in blue velvet box. Silver-colored bracelet with blue and green charms, presented in square, blue velvet box. 10"" silver-colored necklace with blue stones, presented in rectangular blue velvet box. Rec'd--3/ 19/2011. Est. Value-- $870.00. Disposition-- National Archives and Records Administration."
2011,Chile,670.0,"16"" x 72"" Alpaca ``Ocatavio Pizarro'' scarf, in off-white with small black sequin pattern, and black jewels sewn in two rows, presented in 10.5"" x 28.25"" black leather box. Silver necklace with 19 cone- shaped pendants and matching silver earrings, presented in 2"" x 8.5"" x 1"" blue box. Rec'd--3/21/ 2011. Est. Value-- $670.00. Disposition-- National Archives and Records Administration."
2011,Afghanistan,388.0,"8.5"" x 10"" silk bag, purple with pink, red, and green floral pattern. 34"" x 33"" cotton scarf, red with pink, blue, yellow, and green pattern. 65"" x 26"" cotton scarf in green, red and black cotton scarf with black fringe. Set of earrings, ring, and necklace made of silver and turquoise. Rec'd--4/12/2011. Est. Value--$388.00. Disposition--National Archives and Records Administration."
2011,France,435.0,"Three Coffret soaps, 100G, by Frederic Malle. Jurassic flower candle by Frederic Malle. Cologne Bigarade by Frederic Malle, 250ml. Rec'd--5/ 25/2011. Est. Value-- $435.00. Disposition-- Handled pursuant to U.S. Secret Service policy."
2011,United Kingdom,1660.0,"2"" brooch with gold leaves and coral flowers in red leather jewel box by Bentley & Skinner, presented in black gift box. 10"" x 12"" oak box with Her Majesty's emblem on the front and chocolates, tea, and orange sticks from Demarquette Fine Chocolates inside. Oak box contained in a white box from Charbonnel et Walker. Porcelain floral arrangement from Bronte Floral Collection, enclosed in a 16"" x 10"" red box. Rec'd--5/25/2011. Est. Value--$1,660.00. Disposition--Brooch is on Official Display/ Use; Box is at National Archives and Records Administration; Perishable goods handled pursuant to US Secret Service policy."
2011,Germany,1331.99,"Book, title: ``Berlin: Art and Architecture,'' published by Ullmann Publishing. Six 7.5"" hand-blown wine glasses with amber flowers and amber stem. Six bottles of German wine. Rec'd--6/6/2011. Est. Value--$1,331.99. Disposition--National Archives and Records Administration; Perishable goods handled pursuant to U.S. Secret Service policy."
2011,South Africa,2400.0,"34"" x 29.5"" wooden-framed embroidery piece on white textile, depicting two people, one with a smoking pipe. 18"" x 18"" platter and set of four 4.5"" x 5.5"" matching bowls, all are green with yellow, red, and blue highlights, and blue and black trim. All pieces are enclosed in 16"" x 16"" x 5.5"" green box. 12"" x 9"" x 6"" golden bust of South African woman wearing gray headdress in 14"" x 11"" x 6"" black presentation box; Matching, hand-blown 8"" x 5.5"" display bowl and 10.5"" x 8"" stem vase, with swirl pattern in green, brown, purple, and gray, both enclosed in a 19.5"" x 12.5"" x 7.5"" green presentation box. Rec'd--6/21/2011. Est. Value--$2,400.00. Disposition--National Archives and Records Administration."
2011,Benin,820.0,"Ten pieces of six yards of cloth made by Vlisco in Holland, of various designs and colors. Rec'd--8/11/ 2011. Est. Value-- $820.00. Disposition-- National Archives and Records Administration."
2011,Mauritius,390.0,"Painting of a red roofed building on a tropical shore with a woman and small child in the foreground, in an 11.5"" x 9.5"" gold frame. Pair of Swarovski crystal swans, in a 7.75"" x 7.75"" x 3.75"" blue cardboard presentation box. Rec'd--9/20/2011. Est. Value--$390.00. Disposition--National Archives and Records Administration."
2011,nan,725.0,"8"" x 5.5"" x 4"" black wood jewelry box with four embroidered panels, the background of the panels is purple silk, and the embroidery depicts birds and landscapes. 11"" x 14.5"" x 7"" Korean, black lacquer jewelry box with mother of pearl inlay that depicts landscapes and birds, and has bureau-style doors with turtle- shaped doorknobs on the front and a drawer below, with an inner compartment that has three smaller drawers on the left and a section for hanging necklaces on the right. An assortment of Vidi Vici make-up. Rec'd--10/12/2011. Est. Value--$725.00. Disposition--National Archives and Records Administration; Perishable goods handled pursuant to U.S. Secret Service policy."
2011,Czechia,1872.0,"Blue crystal brooch with small crystal pieces in a circular shape. Moser crystal decanter and six crystal glasses with gold rim, in pattern called ``Splendid.'' Rec'd--10/27/2011. Est. Value--$1,872.00. Disposition--National Archives and Records Administration."
2011,China,412.0,"Approximately 72"" x 24"" gray, red, and black cashmere scarf made by 1436 Erdos. Rec'd--11/ 10/2011. Est. Value-- $412.00. Disposition-- National Archives and Records Administration."
2011,nan,590.0,Franz brand ``Island Beauty'' sculpted porcelain vase with hibiscus flower design sculpted porcelain vase in red with a flower wrapped around the exterior. Rec'd-- 11/10/2011. Est. Value--$590.00. Disposition--National Archives and Records Administration.
2011,Indonesia,410.0,"Four 18"" x 18"" Batik pillow cases in a brown, yellow, and black design. 20"" x 90"" decorative Batik table runner in brown, yellow, and black with four tassels hanging from the corners. Batik bag in brown with a black and white design. Rec'd--11/11/ 2011. Est. Value-- $410.00. Disposition-- National Archives and Records Administration."
2011,Vietnam,640.0,"80"" x 15"" gray scarf with floral embroidery. Brown velvet handbag with orange floral embroidery. Rec'd--11/ 12/2011. Est. Value-- $640.00. Disposition-- National Archives and Records Administration."
2011,Papua New Guinea,575.0,"Book, title: ``Pathways to Independence: Story of Official & Family Life in Papua New Guinea from 1951-- 1975,'' by Rachel Cleland. Bird of Paradise gold pendant, ornately crafted and inset with various stones. Rec'd--11/13/ 2011. Est. Value-- $575.00. Disposition-- National Archives and Records Administration."
2009,Brunei,2045.0,"Four books. Fiorentina Italian leather backgammon set, presented in a 17'' x 9'' presentation box. Baccarat crystal figurine, presented in a 7'' x 4.5'' red presentation box. Thinkashmir Scialli Charles black cashmere shawl. Plush stuffed animal. Two framed photo prints from the Providence Picture Frame Company. 28'' x 23'' dark brown wicker basket with white and red-colored bow tied to handle. Three scented Persian candles in individual 5'' x 3'' white boxes. Rec'd--2/1/ 2009. Est. Value-- $2,045.00. Disposition-- Archives Foreign; Perishable items handled pursuant to U.S. Secret Service policy."
2009,China,1000.0,"12.75'' x 7'' cylindrical ``Franz Collection'' vase featuring high relief blue iris leaves against a cream color background. Rec'd--4/1/ 2009. Est. Value-- $1,000.00. Disposition-- Archives Foreign."
2009,Italy,3007.0,"16.5'' x 12'' Pineider brown leather briefcase embossed with seal of the 2009 G8 Summit with a yellow dust bag and black handling gloves. Navy silk tie. Plastic watch. Book, title: ``L'Aquila: Saving an Art City.'' Office supplies with 2009 G8 Summit seal. Book, title: ``G8 Now''. Rec'd--7/1/2009. Est. Value--$3,007.00. Disposition--Archives Foreign."
2009,Mexico,1880.0,"Four bottles of tequila, presented in display boxes. Wooden trunk containing a silver ark with a decorative ceramic design on the front and silver bells on each side. Rec'd--8/ 9/2009. Est. Value-- $1,880.00. Disposition-- Archives Foreign; Perishable Items Handled Pursuant to U.S. Secret Service Policy."
2009,Pakistan,1200.0,"26'' x 32.5'' framed portrait of President Obama. Rec'd--9/30/ 2009. Est. Value-- $1,200.00. Disposition-- Archives Foreign."
2009,Singapore,9000.0,"16'' x 23.75'' metal panel with cityscape view of Singapore, presented in a wooden box with a plaque on the top that reads ``APEC Singapore 2009.'' 9.5'' x 6.75'' x 2.75'' bronze abstract sculpture in a braided motif inscribed, ``From the 2009 APEC Conference in Singapore,'' presented in a fitted wooden presentation box. Rec'd--11/1/2009. Est. Value--$9,000.00. Disposition--Archives Foreign."
2009,Brunei,1758.0,"Three hardcover books. Two paperback books. Mara Fine Silver silver- plated tea caddie. 64 oz. fluted silver- plated pitcher. 9'' Cricklewood crystal oval vase. 24'' diameter tin plated copper tray. 4.5'' bronze Sona vessel with gold finish and a blackened-aluminum resting ring. Knit purple blanket with orange and green fabric. 16'' x 24'' black tray Rec'd--12/28/ 2009 Est. Value-- $1,758.00. Disposition-- Archives Foreign."
2010,Bahrain,430.0,8'' x 10'' Christolfe silver picture frame with a photograph of President Obama at a table with officials of the Kingdom of Bahrain. Rec'd--1/3/2010. Est. Value--$430.00. Disposition--Archives Foreign.
2010,Spain,660.0,"6.25'' x 6.25'' silver plate engraved with royal signature, in blue presentation box. Rec'd--2/17/2010. Est. Value--$660.00. Disposition--Archives Foreign."
2010,nan,1410.0,"30'' x 54'' multicolored Tibetan scroll depicting a Buddhist deity on a gold-colored inlay. 26'' x 124'' white-patterned Tibetan shawl. 5.75'' x 7.5'' silver and cream- colored cardstock with written inscription. Rec'd--2/18/2010. Est. Value--$1,410.00. Disposition--Archives Foreign."
2010,El Salvador,1000.0,"Four piece metal sculpture of Don Quixote and Sancho Panza on horses, by Alfredo Melara Farfan. Rec'd--3/8/2010. Est. Value--$1,000.00. Disposition--Archives Foreign."
2010,Ireland,357.0,"Two first edition volumes of William Yates books, published in 1906 and 1907. Rec'd--3/16/2010. Est. Value--$357.00. Disposition--Archives Foreign."
2010,Ireland,1545.0,"Anthology of Irish poetry, signed by six Irish poets. Rec'd--3/ 17/2010. Est. Value-- $1,545.00. Disposition-- Archives Foreign."
2010,Afghanistan,2000.0,"312'' x 117'' burgundy and red carpet with intricate patterns and cream-colored fringe. Rec'd--3/28/2010. Est. Value--$2,000.00. Disposition--Archives Foreign."
2010,France,2150.0,"Three bottles of 1961 Chateau Bages wine. Two 9'' x 13'' leather folders with facsimile letters of credece presented by Benjamin Franklin to Louis XVI, King of France, in 1778 and facsimile letters from Benjamin Franklin to Charles Gravier De Vergennes, dated 1781. Rec'd--3/30/2010. Est. Value--$2,150.00. Disposition--Archives Foreign; Perishable Items Handled Pursuant to U.S. Secret Service Policy."
2010,Russia,2080.0,"Two 4'' Imperial porcelain painted eggs with porcelain bases, presented in yellow presentation boxes. Book, title: ``An Attempt at a Pictorial Account of a Trip Across North America''. Rec'd--4/8/2010. Est. Value--$2,080.00. Disposition--Archives Foreign."
2010,Czechia,1100.0,"14'' hand-blown Moser glass plate with 24- carat gold border. Rec'd--4/8/2010. Est. Value--$1,100.00. Disposition--Archives Foreign."
2010,Nigeria,8315.0,"Chris Aire gold cufflinks with centered citrine gemstone bordered by band of diamonds. Rec'd--4/11/ 2010. Est. Value-- $8,315.00. Disposition-- Archives Foreign."
2010,Singapore,380.0,Creative Aurvana Live! black headphones. Creative pocket video camera. Creative noise cancelling earbud headphones. Rec'd--4/12/ 2010. Est. Value-- $380.00. Disposition-- Archives Foreign.
2010,Switzerland,2604.0,"Longines silver-colored watch with brown band, presented in brown presentation box. Red leather dog collar and leash with silver- colored fastenings Rec'd--4/14/2010. Est. Value--$2,604.00. Disposition--Archives Foreign."
2010,China,400.0,"12.5'' Jun purple and gray porcelain vase with a round wooden base, in a wooden presentation box. Rec'd--4/14/2010. Est. Value--$400.00. Disposition--Archives Foreign."
2010,Kazakhstan,3200.0,"9.5'' bowl made of silver, jasper, kahalong, and fianit, in a green and tan presentation box. Rec'd--4/14/2010. Est. Value--$3,200.00. Disposition--Archives Foreign."
2010,Jordan,2670.0,"Three 13'' glass vases with gold-colored stripes and wooden toppers, in black presentation boxes. Rec'd--4/22/2010. Est. Value--$2,670.00. Disposition--Archives Foreign."
2010,Pakistan,440.0,"8'' x 5'' sterling silver bowl, presented in a green presentation box Rec'd--4/23/2010. Est. Value--$440.00. Disposition--Archives Foreign."
2010,Croatia,510.0,Gena black three-piece suit Rec'd--4/26/2010. Est. Value--$510.00. Disposition--Archives Foreign.
2010,United States,484.0,"37'' x 29'' copper fire screen of an eagle, made by Gastone craftsmen Rec'd--4/28/ 2010. Est. Value-- $484.00. Disposition-- Archives Foreign."
2010,Finland,445.0,"9.5'' blue glass bird, hand-blown by Iittala craftsmen. Rec'd--5/4/ 2010. Est. Value-- $445.00. Disposition-- Archives Foreign."
2010,Armenia,2985.0,"16'' x 16'' walnut chessboard with walnut and sterling silver chess pieces, presented in a wooden presentation box. Book, title: ``He Flies Through the Air with the Greatest of Ease.'' 9.5'' dark green bust of author William Saroyan on brown stone base with inscription, presented in a wooden presentation box. Bottle of 100 year old Ararat brandy, presented in wooden presentation box. Rec'd--5/4/2010. Est. Value--$2,985.00. Disposition--Archives Foreign; Perishable items handled pursuant to U.S. Secret Service policy."
2010,Afghanistan,2000.0,"80'' x 148'' brown and blue patterned rug. Rec'd--5/12/2010. Est. Value--$2,000.00. Disposition--Archives Foreign."
